seed,data_idx,elbo,msep,msep from mode,log_prob
0,5,16613.906730990857,0.0003093479671597,0.0003124755146689,7493.385033150683
0,0,16907.824562808033,0.000340871040532,0.0003442446551525,7295.923462761282
0,6,16551.249236595817,0.0003612567841422,0.0003662028832054,7195.103441195738
0,1,15950.64980019722,0.0004329518677759,0.0004360355158246,7517.41696720829
0,7,15107.277913033962,0.0004448559909735,0.0004561118924112,7248.271375326058
0,2,16862.906884230673,0.0003192496818411,0.0003234485888984,7205.275756998208
0,8,14970.064228361472,0.0011539340806175,0.0011652265759406,7393.376216567474
0,3,17212.318469882943,0.0004667975572966,0.0004749865982447,7318.351163740287
0,9,16809.40273577068,0.0003873626865376,0.0003929226295645,7171.116959854136
0,4,17514.152713041287,0.0005321878940572,0.0005383556723861,7148.500572553017
1,5,16663.306676580105,0.0003419014500008,0.0003441507836361,7489.972500897269
1,0,15920.859042936005,0.0003474625939014,0.0003496689254603,7474.068328242579
1,6,16034.884660140146,0.0003038809720605,0.0003054693340381,7703.793125777835
1,7,15929.044838472735,0.0003755903901716,0.0003769775109883,7615.670877182134
1,1,16485.918482414447,0.0003127164847843,0.0003140923205902,7553.444781090682
1,8,16038.875446725637,0.0003239139058391,0.0003254901947894,7659.4100987949
1,2,15262.301877846476,0.0003166142990633,0.000318698436663,7633.385352911016
1,9,14578.40825437382,0.0004031002261064,0.0004047279516713,7533.166627246232
1,3,16743.963598521892,0.0005033437569316,0.0005168963047472,7439.730619376467
2,5,16484.443939041812,0.0003972434218253,0.0004040936676976,7177.828476210393
1,4,16541.915986658074,0.0003414199573253,0.0003430069471562,7453.077438256954
2,6,16603.629655922763,0.0003291223620682,0.000331642808977,7358.91630316623
2,0,16260.427992312238,0.0050265579805373,0.0050933636691113,7099.0106535153445
2,7,16591.112099862657,0.000333946013776,0.0003363675430326,7482.570374676261
2,8,16224.317301302215,0.0004879619620695,0.0004905994495348,7597.562396774253
2,1,16826.438048421405,0.0003463446223497,0.0003487658089822,7510.263286007907
2,9,15947.992269998416,0.0003534810616848,0.000355588285181,7350.702396351935
2,2,16376.237257209606,0.0002642322476875,0.0002651531107693,7782.147565724861
3,5,16695.517549376935,0.0035473625761566,0.0035991206754738,7317.948393188765
2,3,15883.742044447456,0.0003678205020106,0.0003718004844035,7241.72724992546
3,6,15978.914569051936,0.0003137783728203,0.0003153775897948,7555.031482836377
2,4,14959.366652610712,0.0022954874171485,0.0023399737088574,7209.263195452615
3,7,16194.751312825363,0.0043511804836291,0.00438355480756,7563.295454074233
