seed,data_idx,mll,msep,log_prob
0,0,-7.098050652314763,0.0004221746882896,7812.744466337557
0,1,-7.027597357913967,0.0003968255908971,7947.554889870915
0,2,-7.759910872633076,0.0002771228445055,8266.258945083298
0,3,-7.283102693433982,0.0003320240200749,8051.32027153343
0,4,-7.72254341246489,0.0002600445304532,8191.910717879629
0,5,-1.5287226044668636,0.019835120485561,1950.3087343854013
0,6,-7.842092140666157,0.0002532761045342,8286.575126510084
0,7,-7.623927939013129,0.0003046407717665,8044.69657311327
0,8,-7.290624266033686,0.0003551973047704,7726.610297233105
0,9,-7.313586445945849,0.000331128609966,7840.616131932753
1,0,-7.954282288032814,0.0002352144316103,8374.506220349596
1,1,-3.3421786560504048,0.0011614045124295,6671.687625432254
1,2,-1.851971082639984,0.0016954394834155,7182.5700153384205
1,3,-5.97927794122737,0.0005879181754217,6380.459439256634
1,4,-7.540893353253725,0.0003037518896482,8006.796726779588
1,5,-7.598794503206451,0.0003652858069156,8142.953522080194
1,6,-7.775457665445005,0.0002762061058039,8184.272785601937
1,7,-7.581426762367436,0.0003042453537247,8031.51790624979
1,8,-7.683235726027745,0.0002885310319489,8112.856379615558
1,9,-6.790598813811424,0.0005211686222398,7780.05145243528
2,0,-7.8562601882128735,0.0002531675795297,8273.458975936213
2,1,-1.65204870480618,0.0183458377926416,1888.8785318759924
2,2,-3.4376721551301053,0.0037272188243823,3976.325396290005
2,3,-7.289429000656224,0.000294239596942,7998.497637581464
2,4,-7.400121335299407,0.0003642433943104,8042.619422431759
2,5,-7.5634815137402756,0.0003237168994496,8116.245943282229
2,6,-7.775039574364063,0.0002613147917336,8296.908933551334
2,7,-7.756068139874458,0.0002866723517243,8155.517581393351
2,8,-7.776561812052968,0.0002702531911455,8210.983689430908
2,9,-7.497792853517279,0.0003282815640636,7978.330005632353
3,0,-7.5753671344034705,0.0002908618196017,8094.718555939418
3,1,-7.134272220127224,0.000344955627744,8216.54768560463
3,2,-7.362459146723351,0.0003255008604085,7955.338923021041
3,3,-7.555120936143146,0.0003085837297003,8210.465034071005
3,4,-7.925913305709883,0.0002395371636443,8364.019343891674
3,5,-7.603599949345442,0.0003637993898181,7983.663959888931
3,6,-5.622624637608297,0.0004807055453266,6349.76116645295
3,7,-3.3943063364779453,0.0006118394541234,7862.851884635873
3,8,-7.66950081889038,0.0002875213260321,8139.2635926652
3,9,-7.543623101275853,0.0003409550673005,8028.948949419659
4,0,-7.381918496945834,0.0003248074334737,7919.775572016539
4,1,-6.942661503578807,0.0003654985421869,7522.103031117858
4,2,-7.502237302814452,0.0003102520809843,8181.080306487167
4,3,-7.847144018769476,0.0002616782978134,8249.901526078267
4,4,-2.0340688957042734,0.008238098398728,2303.8191982408675
4,5,-6.875011837064459,0.0005041607152026,7658.51692816397
4,6,-7.592647313258586,0.0003100140176803,7984.093434552431
4,7,-4.389615845108261,0.0021676803472392,5054.508360344946
4,8,-7.65840232665532,0.0002829292338215,8114.126747726757
4,9,-7.648891620591687,0.0002832262755428646,8174.599967109636
