seed,data_idx,mll,msep,log_prob
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,1,-1.1518389720488718,0.0413282149349522,65.98355646725167
0,0,-0.9912230125120812,0.0351408347120498,73.75234107116071
0,0,-1.348492140436166,0.0351458578958122,107.56770339704718
0,0,-2.36271211541551,0.0325768865191753,178.05218687227887
0,0,-2.3208481908019194,0.0325771811136268,177.40217495273544
0,0,-3.971541917270837,0.0480557490644069,285.85344727845523
0,0,-2.4258612724306023,0.0325668750982951,179.1829304435724
0,0,-4.217973216761664,0.0364065302426416,318.91192828986647
0,0,-4.22185726638802,0.0365248864610741,320.21047364261204
0,1,-1.1518389720488718,0.0413282149349522,65.98355646725167
0,1,-1.5053754638264962,0.047589142171527,86.09864701647305
0,1,-2.435487752110084,0.0389258267523514,163.4987979817547
0,1,-4.028762587986613,0.0472422190932576,298.1978543022501
0,1,-4.221964690136467,0.0519974590206699,289.1647932055193
0,1,-4.297519496435062,0.0520155262525749,290.2095991049872
0,1,-4.431271596468811,0.0519209996999089,305.0597102700796
0,1,-4.45575340019831,0.051866910029519,307.96984624774404
0,2,-1.321534227936231,0.0451450116196814,55.49650027762027
0,2,-1.602246106935332,0.047517584851945,76.57945022734606
0,2,-2.5288474357652166,0.0429479311048194,145.87940425565563
0,2,-2.600441370427856,0.0428868731716435,152.4650158830121
0,2,-4.160674820837945,0.0539748846974693,272.69133836973486
0,2,-2.770606205677189,0.0428788209691643,156.49883577722147
0,2,-4.513205592351458,0.0517677558548249,301.78898624665703
0,2,-4.512344264284157,0.0516047981624213,304.5578355126622
0,3,-1.1063098286125248,0.0402935976546891,68.24791987625565
0,3,-1.438305240328542,0.0466905918103038,91.44513903216978
0,3,-1.449211580612941,0.0467099055098797,91.67606511927
0,3,-2.468461478208293,0.0368200189231835,168.93049127776982
0,3,-4.081945140220662,0.0480701902617385,283.3130849114512
0,3,-4.344388130008184,0.050888567504173,288.8620577913385
0,3,-4.489725002522952,0.0508244951652833,306.0502552529576
0,3,-4.5287402181150425,0.0507309902041324,307.6079441736866
0,4,-1.0796301690424006,0.0375149241044225,69.84932653624475
0,4,-1.4410779766675628,0.0399029583941142,101.04216011029165
0,4,-2.036007657595782,0.0354204416401025,146.0567232079996
0,4,-4.138308095258735,0.0512191491967599,295.7949893793218
0,4,-4.084462000684201,0.043570448626784,282.60466731493057
0,4,-4.311312882084213,0.051256869124813,297.4534687247455
0,4,-4.3559378658304615,0.0509609929216083,306.87460273000323
0,4,-2.5111041922170925,0.0351241388192297,175.65313946439966
0,5,-1.0974287272064989,0.0367073479487448,69.72244467062154
0,5,-1.516930238711024,0.0402128489360755,113.99058081014908
0,5,-2.343907251665032,0.0347920330385686,169.01146675413685
0,5,-4.110761467190825,0.0513117236061018,292.93550955575034
0,5,-4.0199446024651095,0.0427031241170552,285.24862250713016
0,5,-4.242205102652925,0.0511688854787009,296.63204245705884
0,5,-4.322302082233862,0.0514591059841675,305.64801212340296
0,5,-2.4919372040379133,0.0347237929492363,175.153919990571
0,6,-0.7944166200079511,0.028429527855412,83.8688268169966
0,6,-1.1378762076402809,0.0342231037951103,114.33111432863036
0,6,-3.7903713838504833,0.0341262397727924,293.9674979576301
0,6,-2.054752892218356,0.0338981131292058,160.22181519811704
0,6,-3.9623468990386073,0.0496414982873298,286.0358140773304
0,6,-4.073273994379381,0.0341074422817687,302.82744696722705
0,6,-4.150806897030864,0.034061681719247,318.5164259395919
0,6,-4.22390415608605,0.0495053052323126,312.29378737321656
0,7,-1.2594993276193889,0.0415994414831554,59.90380215632712
0,7,-1.6330701462188042,0.0435311470800506,91.33255091128405
0,7,-2.563126317617873,0.0384296324253649,163.68131371931935
0,7,-4.273398350990089,0.0496127174167496,286.5203184183513
0,7,-4.099859294748885,0.0480522346994335,276.1296927632297
0,7,-2.629316783857255,0.038405566228878,166.67089055104657
0,7,-4.422774059898082,0.0457219326999701,305.9507485168191
0,7,-4.445478716838517,0.0457382074930765,309.9245788065768
0,8,-1.2403414256709229,0.043331734117233,56.825334102518354
0,8,-1.2415954088454424,0.0427783662583357,58.78745925200221
0,8,-1.4236971695841394,0.041576925472656,88.40626349245235
0,8,-4.275247500042935,0.0543694787075588,290.01543898373325
0,8,-4.410917657027822,0.054069819511908,291.84858176092604
0,8,-4.380859692819888,0.0539984525929541,290.0425754632743
0,8,-4.428194741308377,0.0537908847233124,304.69405540447065
0,8,-2.6587611536556914,0.0404450177668251,166.74409906692318
0,9,-0.977283656939314,0.0360217324543933,74.2373049828127
0,9,-1.463734942534368,0.0458800972331652,99.17438221962983
0,9,-3.975074784009338,0.0492203563957606,282.1416680366349
0,9,-2.3398209880605867,0.0334931116607865,171.39650687408664
0,9,-4.258763593522313,0.0505265364956159,276.58920984343416
0,9,-4.355798446625297,0.0490838305400498,290.39005328447126
0,9,-4.421321120127069,0.0489490846662731,308.571378852323
0,9,-4.410513890936074,0.0489476357376325,312.1622617919778
1,0,-1.005134393664229,0.0351731906690053,73.42396534627304
1,0,-1.353774495311206,0.0351078512371633,107.788132844901
1,0,-3.5928820314437973,0.0360769676242408,286.85329673815306
1,0,-3.8171715790720286,0.0363556095051225,299.12318450103334
1,0,-3.8486345758989566,0.036327076178342,300.649684629072
1,0,-4.015208293813904,0.0363849056453588,305.4626978388439
1,0,-4.204413791400796,0.0363941120221228,319.5649496812668
1,0,-4.27553413387597,0.0478849762946339,312.5735679725413
1,1,-1.16325049058339,0.0413297341522174,65.80339075818233
1,1,-1.5032549303319012,0.047438829968808,86.89435443519358
1,1,-3.9955629059845625,0.0520699057269036,280.42469976311816
1,1,-4.056218451748349,0.0519242831358789,285.06453600311335
1,1,-4.290593322234344,0.0521534066211307,290.96476480311463
1,1,-4.262075375850754,0.0520713455774872,290.19306020155904
1,1,-4.440322808457138,0.051859764071561,305.2287529149772
1,1,-4.334024814014481,0.0468985010050375,310.21196665529146
1,2,-1.338518325802598,0.0451988180205624,54.74513151380472
1,2,-1.611535734302962,0.0473220751074508,76.11755015901477
1,2,-3.6993161963142094,0.0510259304540028,260.9641675254368
1,2,-4.136761634317841,0.0518079725182343,282.09815165767026
1,2,-4.317443062059094,0.0519786473402563,289.6607474785527
1,2,-4.309111667137799,0.0519688369534765,290.5474677798495
1,2,-4.479726987944479,0.0516776347743283,301.7099827188319
1,2,-4.550695191759878,0.0539535462744141,303.58005240638124
1,3,-1.118864107886365,0.0402300552749677,68.14875206956754
1,3,-1.4419545302615266,0.0465735320442737,91.95844271568888
1,3,-1.4419173125880476,0.0465270455462843,92.47538722812452
1,3,-4.214777037091072,0.0508519378336741,283.8895518927032
1,3,-4.257755633080925,0.0509224824960501,291.6088303930702
1,3,-4.347171349730131,0.0509070752029189,289.9052107348475
1,3,-4.418478231994355,0.0508019275909741,305.50407767799794
1,3,-4.346291498620428,0.047790788340186,305.9971736344139
1,4,-1.093191584867645,0.0375896337663154,69.36610843616603
1,4,-1.4549777324501203,0.0400019142376089,100.68159293082324
1,4,-3.3612005946402004,0.0413118324688815,239.6236182161905
1,4,-2.434645262314877,0.0351685267661974,173.11108600811866
1,4,-4.21398063664948,0.051189404498439,296.89595173920884
1,4,-2.4760310603121005,0.0351506050144473,173.71897791568068
1,4,-2.4979999778343385,0.0351606475856609,173.84847545753104
1,4,-4.468430332387372,0.0509516577051572,310.7308045025433
1,5,-1.102742693895598,0.0367023790735707,70.01034171202122
1,5,-1.5260049277298693,0.0401838078015109,114.221049405999
1,5,-2.3404032706484394,0.0348051027956294,168.6561892791064
1,5,-4.14186257907204,0.0513430229538837,292.62426994057165
1,5,-4.291191646674289,0.0511843017396588,293.89274832165864
1,5,-2.500591306693043,0.034757173352074,173.0100577879888
1,5,-2.48694112958491,0.0347688247198633,173.7291856153517
1,5,-4.345766131176655,0.0514256968901493,307.07500811906186
1,6,-0.802825132138764,0.0285943116951105,83.2670690303772
1,6,-1.1401764221599684,0.0340849919891171,113.69176530730256
1,6,-3.7501213857415854,0.0497247325959842,270.0636842038781
1,6,-3.940372642125924,0.049664764000805,277.886708570499
1,6,-4.008468826507448,0.0496427208157027,286.0232669485467
1,6,-3.971740251599868,0.0340988695301064,302.031270955496
1,6,-4.2144819112711325,0.0495037413316482,311.8647607818657
1,6,-4.157470437974162,0.0495547421298883,311.40098456397124
1,7,-1.2588854248367949,0.0415481916504035,60.25098895465453
1,7,-1.6339776027816175,0.043779905130983,93.42577671809792
1,7,-4.109674322141002,0.0458616108851322,278.3193819930415
1,7,-4.111184960491622,0.0458927301739607,285.6753002609919
1,7,-4.317075359248461,0.0458804302943835,291.83878165287183
1,7,-4.322986758826417,0.0459076061963331,293.7180727656901
1,7,-4.395387252872552,0.045758999941865,305.2435078489994
1,7,-4.410188312626253,0.0492204871404685,305.38113402174093
